"","x"
"1389","scars on broadway"
"1390","akado"
"1391","dimmu borgir"
"1392","haste the day"
"1393","bebel gilberto"
"1394","smoke city"
"1395","pauline croze"
"1396","you say party! we say die!"
"1397","free kitten"
"1398","sondre lerche"
"1399","javiera mena"
"1400","Édith piaf"
"1401","panico"
"1402","the willowz"
"1403","babasónicos"
"1404","ladytron"
"1405","emma pollock"
"1406","nancy sinatra"
"1407","the strange boys"
"1408","atomic swing"
"1409","the go! team"
"1410","vive la fête"
"1411","robots in disguise"
"1412","oh no! oh my!"
"1413","the spinto band"
"1414","datarock"
"1415","santogold"
"1416","the flaming lips"
"1417","basement jaxx"
"1418","david byrne"
"1419","omni trio"
"1420","quantic"
"1421","g. love & special sauce"
"1422","asian dub foundation"
"1423","manu chao"
"1424","ltj bukem"
"1425","xploding plastix"
"1426","pepe deluxé"
"1427","the cat empire"
"1428","nightmares on wax"
"1429","fingathing"
"1430","the cinematic orchestra"
"1431","primus"
"1432","butthole surfers"
"1433","jaga jazzist"
"1434","ratatat"
"1435","noisia"
"1436","rockers hi-fi"
"1437","freakpower"
"1438","add n to (x)"
"1439","[unknown]"
"1440","archive"
"1441","myslovitz"
"1442","the tea party"
"1443","vast"
"1444","david usher"
"1445","moist"
"1446","tarkan"
"1447","grzegorz turnau"
"1448","the twilight singers"
"1449","duman"
"1450","el perro del mar"
"1451","sneaker pimps"
"1452","katie melua"
"1453","hayko cepkin"
"1454","the postal service"
"1455","bulutsuzluk Özlemi"
"1456","isobel campbell & mark lanegan"
"1457","devics"
"1458","morphine"
"1459","kula shaker"
"1460","gripin"
"1461","richie sambora"
"1462","kıraç"
"1463","aretha franklin"
"1464","nazan Öncel"
"1465","scorpions"
"1466","abba"
"1467","canibus"
"1468","guns n roses"
"1469","immortal technique"
"1470","al bano & romina power"
"1471","eros ramazzotti"
"1472","az"
"1473","killarmy"
"1474","m.o.p."
"1475","krs-one"
"1476","toto cutugno"
"1477","kurupt"
"1478","das efx"
"1479","cormega"
"1480","bone thugs-n-harmony"
"1481","signal"
"1482","capone-n-noreaga"
"1483","damian marley"
"1484","europe"
"1485","jedi mind tricks"
"1486","fat joe"
"1487","c-block"
"1488","denyo"
"1489","big punisher"
"1490","guru"
"1491","sean paul"
"1492","jamie cullum"
"1493","mad caddies"
"1494","michael brecker"
"1495","pohlmann."
"1496","el canto del loco"
"1497","pat metheny group"
"1498","clueso"
"1499","lars danielsson & leszek możdżer"
"1500","the brecker brothers"
"1501","esbjörn svensson trio"
"1502","cannonball adderley"
"1503","jan delay"
"1504","the john butler trio"
"1505","pat metheny"
"1506","maceo parker"
"1507","nils landgren funk unit"
"1508","revolverheld"
"1509","tower of power"
"1510","stefanie heinzmann"
"1511","söhne mannheims"
"1512","incognito"
"1513","the brand new heavies"
"1514","sonny rollins"
"1515","miles davis"
"1516","till brönner"
"1517","hans zimmer"
"1518","donots"
"1519","eric clapton"
"1520","hey"
"1521","joe satriani"
"1522","stare dobre małżeństwo"
"1523","faithless"
"1524","voo voo"
"1525","anna maria jopek"
"1526","diana krall"
"1527","jet"
"1528","howard shore"
"1529","aerosmith"
"1530","sheryl crow"
"1531","dikanda"
"1532","billie holiday"
"1533","eddie vedder"
"1534","ania dąbrowska"
"1535","coma"
"1536","ayo"
"1537","dixie chicks"
"1538","dan brown"
"1539","cascada"
"1540","annett louisan"
"1541","eav"
"1542","stereo mcs"
"1543","dune"
"1544","alan silvestri"
"1545","roxette"
"1546","army of lovers"
"1547","bobby darin"
"1548","alizée"
"1549","ashley tisdale"
"1550","silbermond"
"1551","kylie minogue"
"1552","bobby vinton"
"1553","disney"
"1554","t.a.t.u."
"1555","the association"
"1556","steve jablonsky"
"1557","robert miles"
"1558","john williams"
"1559","sylver"
"1560","groove coverage"
"1561","the drifters"
"1562","diana ross"
"1563","eric serra"
"1564","bobby vee"
"1565","connie francis"
"1566","jamelia"
"1567","dion & the belmonts"
"1568","rmb"
"1569","bing crosby"
"1570","mary j. blige"
"1571","the coasters"
"1572","b.b. king"
"1573","t-bone walker"
"1574","blonde redhead"
"1575","badly drawn boy"
"1576","jurassic 5"
"1577","james brown"
"1578","booker t. & the mg's"
"1579","buddy guy"
"1580","sloan"
"1581","john lee hooker"
"1582","dj shadow"
"1583","she & him"
"1584","gustav mahler"
"1585","girls aloud"
"1586","darren hayes"
"1587","stevie nicks"
"1588","gabriel fauré"
"1589","georg friedrich händel"
"1590","róisín murphy"
"1591","philip glass"
"1592","saint etienne"
"1593","sugababes"
"1594","dubstar"
"1595","erik satie"
"1596","sergei prokofiev"
"1597","ludwig van beethoven"
"1598","wolfgang amadeus mozart"
"1599","dusty springfield"
"1600","siouxsie and the banshees"
"1601","gabrielle"
"1602","james horner"
"1603","annie lennox"
"1604","cicada"
"1605","karl jenkins"
"1606","carl orff"
"1607","atomic hooligan"
"1608","dub pistols"
"1609","ed solo & skool of thought"
"1610","black grass"
"1611","freestylers"
"1612","skeewiff"
"1613","us3"
"1614","jazz liberatorz"
"1615","nujabes"
"1616","husky rescue"
"1617","adam freeland"
"1618","kraak & smaak"
"1619","huss und hodn"
"1620","audio bullys"
"1621","plump djs"
"1622","krafty kuts"
"1623","prinz pi"
"1624","mia."
"1625","brooklyn funk essentials"
"1626","supersci"
"1627","afrika bambaataa"
"1628","ursula 1000"
"1629","freundeskreis"
"1630","alexander marcus"
"1631","lcd soundsystem"
"1632","olli banjo"
"1633","madlib"
"1634","hybrid"
"1635","the rogue element"
"1636","nico suave"
"1637","hot chip"
"1638","Кирпичи"
"1639","casiotone for the painfully alone"
"1640","telefon tel aviv"
"1641","das pop"
"1642","the bird and the bee"
"1643","passion pit"
"1644","jan jelinek"
"1645","fujiya & miyagi"
"1646","the good, the bad & the queen"
"1647","tenacious d"
"1648","dogs die in hot cars"
"1649","i am robot and proud"
"1650","two lone swordsmen"
"1651","jay-jay johanson"
"1652","mum"
"1653","hadouken!"
"1654","au revoir simone"
"1655","aus"
"1656","mulatu astatke"
"1657","neoangin"
"1658","cut copy"
"1659","the album leaf"
"1660","reamonn"
"1661","breaking benjamin"
"1662","apulanta"
"1663","30 seconds to mars"
"1664","the all-american rejects"
"1665","12 stones"
"1666","daddy yankee"
"1667","oomph!"
"1668","tlc"
"1669","no doubt"
"1670","a"
"1671","danko jones"
"1672","silverchair"
"1673","alanis morissette"
"1674","dj sharpnel"
"1675","poison the well"
"1676","stam1na"
"1677","9mm parabellum bullet"
"1678","gackt"
"1679","anna tsuchiya"
"1680","hasegawa tomoki"
"1681","malice mizer"
"1682","entombed"
"1683","amoral"
"1684","snow"
"1685","fields of the nephilim"
"1686","impaled nazarene"
"1687","pitchshifter"
"1688","strapping young lad"
"1689","hirano aya"
"1690","cynic"
"1691","nightmare"
"1692","m1dy"
"1693","at the drive-in"
"1694","rites of spring"
"1695","combustible edison"
"1696","meat puppets"
"1697","notorious b.i.g."
"1698","bogdan raczynski"
"1699","the apples in stereo"
"1700","living legends"
"1701","hawkwind"
"1702","camper van beethoven"
"1703","rudimentary peni"
"1704","tipsy"
"1705","converge"
"1706","esquivel"
"1707","wale"
"1708","genghis tron"
"1709","the nation of ulysses"
"1710","gza/genius"
"1711","henry mancini"
"1712","screeching weasel"
"1713","magazine"
"1714","a global threat"
"1715","kool keith"
"1716","melvins"
"1717","deadmau5"
"1718","sven van hees"
"1719","fugazi"
"1720","the replacements"
"1721","o.c."
"1722","r.a. the rugged man"
"1723","grant kirkhope"
"1724","baby mammoth"
"1725","the string quartet"
"1726","gigi dagostino"
"1727","justice"
"1728","pokémon"
"1729","paniq"
"1730","cantoma"
"1731","kelly"
"1732","vitamin string quartet"
"1733","neil patrick harris"
"1734","loscil"
"1735","the format"
"1736","jack wall"
"1737","bond"
"1738","the seatbelts"
"1739","trans-siberian orchestra"
"1740","graeme norgate"
"1741","godspeed you! black emperor"
"1742","mindless self indulgence"
"1743","martin o'donnell & michael salvatori"
"1744","dr. steel"
"1745","waldeck"
"1746","lalo schifrin"
"1747","stéphane pompougnac"
"1748","arvo pärt"
"1749","parov stelar"
"1750","crystal castles"
"1751","frank bretschneider"
"1752","stereo total"
"1753","alva noto"
"1754","golden boy with miss kittin"
"1755","the dining rooms"
"1756","king crimson"
"1757","koop"
"1758","peaches"
"1759","st. germain"
"1760","bauhaus"
"1761","republika"
"1762","biosphere"
"1763","lykke li"
"1764","richie hawtin"
"1765","ben harper"
"1766","snoop dogg"
"1767","lenny kravitz"
"1768","les fatals picards"
"1769","redman"
"1770","svinkels"
"1771","mano negra"
"1772","method man"
"1773","barry white"
"1774","iam"
"1775","mos def"
"1776","lionel richie"
"1777","george winston"
"1778","mc solaar"
"1779","les têtes raides"
"1780","la caution"
"1781","method man & redman"
"1782","marcus miller"
"1783","puppetmastaz"
"1784","ub40"
"1785","rhapsody"
"1786","ja rule"
"1787","suprême ntm"
"1788","matt pond pa"
"1789","emily haines & the soft skeleton"
"1790","owen"
"1791","cursive"
"1792","afghan whigs"
"1793","bon iver"
"1794","mew"
"1795","foals"
"1796","tokyo police club"
"1797","metric"
"1798","the most serene republic"
"1799","american football"
"1800","braid"
"1801","up up down down left right left right b a start"
"1802","mock orange"
"1803","land of talk"
"1804","rocky votolato"
"1805","kind of like spitting"
"1806","david bazan"
"1807","loney, dear"
"1808","copeland"
"1809","menomena"
"1810","damiera"
"1811","the velvet teen"
"1812","pedro the lion"
"1813","the promise ring"
"1814","the good life"
"1815","ceremony"
"1816","envy"
"1817","cap'n jazz"
"1818","cursed"
"1819","jawbreaker"
"1820","left for dead"
"1821","dj krush"
"1822","la quiete"
"1823","lifetime"
"1824","small brown bike"
"1825","give up the ghost"
"1826","have heart"
"1827","paint it black"
"1828","orchid"
"1829","saetia"
"1830","108"
"1831","trash talk"
"1832","the get up kids"
"1833","anamanaguchi"
"1834","russian circles"
"1835","crime in stereo"
"1836","jel"
"1837","pulling teeth"
"1838","alcest"
"1839","grateful dead"
"1840","peter gabriel"
"1841","the innocence mission"
"1842","bon jovi"
"1843","céline dion"
"1844","jennifer lopez"
"1845","phil collins"
"1846","pat benatar"
"1847","sinéad oconnor"
"1848","dolly parton"
"1849","sarah vaughan"
"1850","peter frampton"
"1851","nat king cole"
"1852","patsy cline"
"1853","utah saints"
"1854","eagles"
"1855","alexander brandon"
"1856","sara"
"1857","soundgarden"
"1858","opeth"
"1859","rapture"
"1860","kidneythieves"
"1861","déspairsray"
"1862","jesper kyd"
"1863","the dust brothers"
"1864","polkadot cadaver"
"1865","sybreed"
"1866","ike yoshihiro"
"1867","dumdum boys"
"1868","motorpsycho"
"1869","booker t. & the mgs"
"1870","vamp"
"1871","sly & the family stone"
"1872","knutsen & ludvigsen"
"1873","camel"
"1874","rush"
"1875","jokke & valentinerne"
"1876","Øystein sunde"
"1877","ac/dc"
"1878","the simpsons"
"1879","the hellacopters"
"1880","status quo"
"1881","ralph myerz and the jack herren band"
"1882","creedence clearwater revival"
"1883","bigbang"
"1884","thin lizzy"
"1885","the jimi hendrix experience"
"1886","delillos"
"1887","the soundtrack of our lives"
"1888","men without hats"
"1889","free"
"1890","radio moscow"
"1891","al di meola"
"1892","astor piazzolla"
"1893","joe pass"
"1894","sage francis"
"1895","aesop rock"
"1896","pescado rabioso"
"1897","captain beyond"
"1898","john scofield"
"1899","rodrigo y gabriela"
"1900","binary star"
"1901","blue cheer"
"1902","blackalicious"
"1903","eluveitie"
"1904","atomic rooster"
"1905","howlin wolf"
"1906","atmosphere"
"1907","wu-tang clan"
"1908","cunninlynguists"
"1909","santana"
"1910","albert king"
"1911","nach"
"1912","rory gallagher"
"1913","clutchy hopkins"
"1914","pentagram"
"1915","tuatha de danann"
"1916","jethro tull"
"1917","sui generis"
"1918","budgie"
"1919","cactus"
"1920","tote king"
"1921","Зимовье Зверей"
"1922","sandra"
"1923","nena"
"1924","blackmore's night"
"1925","vaya con dios"
"1926","joe dassin"
"1927","delerium"
"1928","jem"
"1929","sound horizon"
"1930","c.c.catch"
"1931","marie laforêt"
"1932","space"
"1933","la bouche"
"1934","patricia kaas"
"1935","tom novy"
"1936","boney m."
"1937","juli"
"1938","amel bent"
"1939","baccara"
"1940","mylène farmer"
"1941","gloria gaynor"
"1942","donna summer"
"1943","neva dinova"
"1944","frog eyes"
"1945","calexico"
"1946","Аквариум"
"1947","minutemen"
"1948","human highway"
"1949","leonard cohen"
"1950","the fiery furnaces"
"1951","swan lake"
"1952","daniel johnston"
"1953","two gallants"
"1954","herman düne"
"1955","sunset rubdown"
"1956","vetiver"
"1957","born ruffians"
"1958","cold war kids"
"1959","the elected"
"1960","coconut records"
"1961","lily allen"
"1962","the russian futurists"
"1963","hawksley workman"
"1964","vampire weekend"
"1965","uffie"
"1966","chromeo"
"1967","the rosebuds"
"1968","jason collett"
"1969","m83"
"1970","flight of the conchords"
"1971","alphabeat"
"1972","those dancing days"
"1973","mazzy star"
"1974","die drei ???"
"1975","grand theft auto"
"1976","jacques dutronc"
"1977","masta ace"
"1978","hope sandoval & the warm inventions"
"1979","j dilla"
"1980","brigitte bardot"
"1981","pete rock"
"1982","onra"
"1983","walter moers"
"1984","a tribe called quest"
"1985","jaylib"
"1986","talib kweli"
"1987","amon amarth"
"1988","bolt thrower"
"1989","woods of ypres"
"1990","unleashed"
"1991","borknagar"
"1992","insomnium"
"1993","swallow the sun"
"1994","wintersun"
"1995","doomsword"
"1996","catamenia"
"1997","before the dawn"
"1998","moonsorrow"
"1999","ensiferum"
"2000","finntroll"
"2001","volbeat"
"2002","daylight dies"
"2003","life of agony"
"2004","in mourning"
"2005","summoning"
"2006","thurisaz"
"2007","built to spill"
"2008","voxtrot"
"2009","junior boys"
"2010","the dodos"
"2011","chad vangaalen"
"2012","phoenix"
"2013","albert hammond jr."
"2014","ted leo and the pharmacists"
"2015","asobi seksu"
"2016","aqueduct"
"2017","tulsa"
"2018","the phoenix foundation"
"2019","islands"
"2020","french kicks"
"2021","the octopus project"
"2022","chin up chin up"
"2023","soilent green"
"2024","demolition hammer"
"2025","crowbar"
"2026","ice cube"
"2027","down"
"2028","noothgrush"
"2029","carnal diafragma"
"2030","devildriver"
"2031","hatesphere"
"2032","five horse johnson"
"2033","dave chappelle"
"2034","celtic frost"
"2035","korpiklaani"
"2036","pig destroyer"
"2037","terrorizer"
"2038","16"
"2039","fuck...i'm dead"
"2040","orange goblin"
"2041","psyopus"
"2042","electric wizard"
"2043","disillusion"
"2044","karma to burn"
"2045","napalm death"
"2046","mastodon"
"2047","shockwave"
"2048","blood freak"
"2049","dj shah"
"2050","armin van buuren"
"2051","Ляпис Трубецкой"
"2052","markus schulz"
"2053","tiësto"
"2054","first state"
"2055","tricky"
"2056","cosmic gate"
"2057","oceanlab"
"2058","tonedeff"
"2059","yann tiersen"
"2060","pornophonique"
"2061","oddisee"
"2062","a.r. rahman"
"2063","the cool kids"
"2064","ferry corsten"
"2065","alina orlova"
"2066","elsiane"
"2067","room eleven"
"2068","kunteynir"
"2069","klaas"
"2070","john dahlbäck"
"2071","eagles of death metal"
"2072","horace andy"
"2073","luis alberto spinetta"
"2074","desert sessions"
"2075","chicks on speed"
"2076","lützenkirchen"
"2077","swayzak"
"2078","violadores del verso"
"2079","mala rodriguez"
"2080","cannibal ox"
"2081","shadow dancer"
"2082","teenage bad girl"
"2083","almendra"
"2084","the teenagers"
"2085","sólo los solo"
"2086","invisible"
"2087","bombay bicycle club"
"2088","the bloody beetroots"
"2089","black milk"
"2090","juaninacka"
"2091","pain of salvation"
"2092","nevermore"
"2093","kenny g"
"2094","hooverphonic"
"2095","gary moore"
"2096","glen hansard and marketa irglova"
"2097","death"
"2098","kari rueslåtten"
"2099","orphaned land"
"2100","blackfield"
"2101","glen hansard"
"2102","steven wilson"
"2103","firewind"
"2104","vanden plas"
"2105","riverside"
"2106","steelheart"
"2107","kokia"
"2108","no-man"
"2109","vinnie moore"
"2110","skyclad"
"2111","einherjer"
"2112","antonio vivaldi"
"2113","the gathering"
"2114","samael"
"2115","gåte"
"2116","johann sebastian bach"
"2117","clawfinger"
"2118","front line assembly"
"2119","johannes brahms"
"2120","otyg"
"2121","tiamat"
"2122","thyrfing"
"2123","storm"
"2124","ghymes"
